alpha,click@10,long_view@10,diversity@10
0.0,0.6236923076923075,0.5115897435897436,4.941538461538461
0.2,0.6227692307692307,0.522974358974359,4.795897435897436
0.4,0.6230769230769231,0.5323076923076923,4.739487179487179
0.6,0.6197948717948717,0.5397948717948717,4.7097435897435895
0.8,0.615897435897436,0.5435897435897435,4.70051282051282
1.0,0.6133333333333333,0.5465641025641027,4.685128205128205
